,0
598,"{2919 (Wellhead Connector Regulator Readback Pressure), 2939 (Processor Temperature - Remote)} -> {2922 (60VDC Voltage Readout)} (conf: 0.547, supp: 0.010, lift: 2.171, conv: 1.651)"
599,"{2904 (Manifold Annular Regulator Pilot Pressure), 9215 (Calc Flexjoint Differential Bearing)} -> {2922 (60VDC Voltage Readout)} (conf: 0.545, supp: 0.002, lift: 2.165, conv: 1.646)"
600,"{2907 (Upper Annular Regulator Pilot Pressure), 6209 (Diverter - Manifold Regulated Pressure (PT4-1))} -> {2922 (60VDC Voltage Readout)} (conf: 0.545, supp: 0.003, lift: 2.165, conv: 1.646)"
601,"{2904 (Manifold Annular Regulator Pilot Pressure), 2908 (Pod Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.542, supp: 0.002, lift: 2.153, conv: 1.635)"
602,"{1419 (Wellhead Connector Regulator Readback Pressure), 6209 (Diverter - Manifold Regulated Pressure (PT4-1))} -> {1422 (60VDC Voltage Readout)} (conf: 0.538, supp: 0.003, lift: 2.152, conv: 1.624)"
603,"{1409 (Upper Annular Regulator Readback Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.541, supp: 0.003, lift: 2.145, conv: 1.628)"
604,"{1422 (60VDC Voltage Readout), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.539, supp: 0.014, lift: 2.138, conv: 1.621)"
605,"{1407 (Upper Annular Regulator Pilot Pressure), 1422 (60VDC Voltage Readout), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.538, supp: 0.004, lift: 2.134, conv: 1.618)"
606,"{2904 (Manifold Annular Regulator Pilot Pressure), 6206 (Diverter - Lower SJ Packer Regulated Pressure (PT3-1))} -> {2922 (60VDC Voltage Readout)} (conf: 0.537, supp: 0.002, lift: 2.131, conv: 1.616)"
607,"{1414 (Lower Anuular Regulator Pilot Pressure), 1439 (Processor Temperature - Remote)} -> {1422 (60VDC Voltage Readout)} (conf: 0.533, supp: 0.002, lift: 2.131, conv: 1.607)"
608,"{2904 (Manifold Annular Regulator Pilot Pressure), 2939 (Processor Temperature - Remote)} -> {2922 (60VDC Voltage Readout)} (conf: 0.536, supp: 0.010, lift: 2.129, conv: 1.614)"
609,"{2919 (Wellhead Connector Regulator Readback Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.535, supp: 0.004, lift: 2.125, conv: 1.610)"
610,"{1404 (Manifold Annular Regulator Pilot Pressure), 2939 (Processor Temperature - Remote)} -> {1422 (60VDC Voltage Readout)} (conf: 0.531, supp: 0.003, lift: 2.121, conv: 1.598)"
611,"{1404 (Manifold Annular Regulator Pilot Pressure), 1422 (60VDC Voltage Readout), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.534, supp: 0.003, lift: 2.120, conv: 1.606)"
612,"{1422 (60VDC Voltage Readout), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.526, supp: 0.015, lift: 2.088, conv: 1.579)"
613,"{2904 (Manifold Annular Regulator Pilot Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {2922 (60VDC Voltage Readout)} (conf: 0.525, supp: 0.002, lift: 2.085, conv: 1.576)"
614,"{1404 (Manifold Annular Regulator Pilot Pressure), 1422 (60VDC Voltage Readout), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.524, supp: 0.003, lift: 2.081, conv: 1.573)"
615,"{1422 (60VDC Voltage Readout), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.522, supp: 0.015, lift: 2.070, conv: 1.564)"
616,"{2904 (Manifold Annular Regulator Pilot Pressure), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.521, supp: 0.024, lift: 2.069, conv: 1.562)"
617,"{1404 (Manifold Annular Regulator Pilot Pressure), 2939 (Processor Temperature - Remote)} -> {2922 (60VDC Voltage Readout)} (conf: 0.519, supp: 0.003, lift: 2.058, conv: 1.554)"
618,"{2938 (Processor Temperature - Local), 2939 (Processor Temperature - Remote)} -> {2922 (60VDC Voltage Readout)} (conf: 0.517, supp: 0.003, lift: 2.053, conv: 1.550)"
619,"{2912 (Lower Annular Regulator Readback Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.516, supp: 0.003, lift: 2.048, conv: 1.546)"
620,"{1407 (Upper Annular Regulator Pilot Pressure), 2907 (Upper Annular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.514, supp: 0.003, lift: 2.041, conv: 1.540)"
621,"{1438 (Processor Temperature - Local), 2907 (Upper Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.507, supp: 0.003, lift: 2.012, conv: 1.517)"
622,"{1419 (Wellhead Connector Regulator Readback Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.506, supp: 0.006, lift: 2.007, conv: 1.513)"
623,"{2907 (Upper Annular Regulator Pilot Pressure), 2909 (Upper Annular Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.504, supp: 0.008, lift: 2.001, conv: 1.509)"
624,"{1404 (Manifold Annular Regulator Pilot Pressure), 1408 (Pod Pressure), 1419 (Wellhead Connector Regulator Readback Pressure)} -> {1422 (60VDC Voltage Readout)} (conf: 0.500, supp: 0.002, lift: 1.998, conv: 1.500)"
625,"{2904 (Manifold Annular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.503, supp: 0.027, lift: 1.997, conv: 1.506)"
626,"{1419 (Wellhead Connector Regulator Readback Pressure), 2907 (Upper Annular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.500, supp: 0.003, lift: 1.984, conv: 1.496)"
627,"{2907 (Upper Annular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure), 2939 (Processor Temperature - Remote)} -> {2922 (60VDC Voltage Readout)} (conf: 0.500, supp: 0.003, lift: 1.984, conv: 1.496)"
628,"{1404 (Manifold Annular Regulator Pilot Pressure), 2907 (Upper Annular Regulator Pilot Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {2922 (60VDC Voltage Readout)} (conf: 0.500, supp: 0.003, lift: 1.984, conv: 1.496)"
